Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur,Taux,Maturite_annees,Date_reference,Segment
2026-11-16,0.0,"2,230 %",2026-06-26,2.23,0.3915126625598905,2026-06-26,Court Terme
2027-02-15,0.0,"2,280 %",2026-06-26,2.28,0.6406570841889117,2026-06-26,Court Terme
2027-09-20,0.0,"2,350 %",2026-06-26,2.35,1.2347707049965777,2026-06-26,Court Terme
2030-04-15,0.0,"2,740 %",2026-06-26,2.74,3.802874743326489,2026-06-26,Moyen Terme
2031-10-20,0.0,"2,880 %",2026-06-26,2.88,5.316906228610541,2026-06-26,Moyen Terme
2035-06-18,0.0,"3,150 %",2026-06-26,3.15,8.97741273100616,2026-06-26,Long Terme
2039-07-18,0.0,"3,580 %",2026-06-26,3.58,13.059548254620124,2026-06-26,Long Terme
2045-08-14,0.0,"3,750 %",2026-06-26,3.75,19.134839151266256,2026-06-26,Long Terme
2055-04-19,0.0,"4,090 %",2026-06-26,4.09,28.813141683778234,2026-06-26,Long Terme
2026-08-17,0.0,"2,200 %",2026-07-03,2.2,0.12320328542094455,2026-07-03,Court Terme
2026-11-16,0.0,"2,220 %",2026-07-03,2.22,0.3723477070499658,2026-07-03,Court Terme
2027-02-15,0.0,"2,250 %",2026-07-03,2.25,0.621492128678987,2026-07-03,Court Terme
2027-09-20,0.0,"2,290 %",2026-07-03,2.29,1.215605749486653,2026-07-03,Court Terme
2030-04-15,0.0,"2,730 %",2026-07-03,2.73,3.783709787816564,2026-07-03,Moyen Terme
2031-10-20,0.0,"2,890 %",2026-07-03,2.89,5.297741273100616,2026-07-03,Moyen Terme
2035-06-18,0.0,"3,130 %",2026-07-03,3.13,8.958247775496236,2026-07-03,Long Terme
2039-07-18,0.0,"3,580 %",2026-07-03,3.58,13.040383299110198,2026-07-03,Long Terme
2045-08-14,0.0,"3,740 %",2026-07-03,3.74,19.11567419575633,2026-07-03,Long Terme
2055-04-19,0.0,"4,100 %",2026-07-03,4.1,28.79397672826831,2026-07-03,Long Terme
2026-08-17,0.0,"2,160 %",2026-07-10,2.16,0.10403832991101986,2026-07-10,Court Terme
2026-11-16,0.0,"2,170 %",2026-07-10,2.17,0.3531827515400411,2026-07-10,Court Terme
2027-02-15,0.0,"2,190 %",2026-07-10,2.19,0.6023271731690623,2026-07-10,Court Terme
2027-09-20,0.0,"2,220 %",2026-07-10,2.22,1.1964407939767283,2026-07-10,Court Terme
2030-04-15,0.0,"2,720 %",2026-07-10,2.72,3.7645448323066395,2026-07-10,Moyen Terme
2031-10-20,0.0,"2,870 %",2026-07-10,2.87,5.278576317590692,2026-07-10,Moyen Terme
2035-06-18,0.0,"3,110 %",2026-07-10,3.11,8.93908281998631,2026-07-10,Long Terme
2039-07-18,0.0,"3,630 %",2026-07-10,3.63,13.021218343600275,2026-07-10,Long Terme
2045-08-14,0.0,"3,720 %",2026-07-10,3.72,19.096509240246405,2026-07-10,Long Terme
2055-04-19,0.0,"4,100 %",2026-07-10,4.1,28.774811772758383,2026-07-10,Long Terme
2026-08-17,0.0,"2,160 %",2026-07-17,2.16,0.08487337440109514,2026-07-17,Court Terme
2026-11-16,0.0,"2,170 %",2026-07-17,2.17,0.33401779603011633,2026-07-17,Court Terme
2027-02-15,0.0,"2,210 %",2026-07-17,2.21,0.5831622176591376,2026-07-17,Court Terme
2027-09-20,0.0,"2,220 %",2026-07-17,2.22,1.1772758384668036,2026-07-17,Court Terme
2030-04-15,0.0,"2,720 %",2026-07-17,2.72,3.7453798767967146,2026-07-17,Moyen Terme
2031-10-20,0.0,"2,880 %",2026-07-17,2.88,5.259411362080766,2026-07-17,Moyen Terme
2035-06-18,0.0,"3,170 %",2026-07-17,3.17,8.919917864476385,2026-07-17,Long Terme
2039-07-18,0.0,"3,640 %",2026-07-17,3.64,13.00205338809035,2026-07-17,Long Terme
2045-08-14,0.0,"3,720 %",2026-07-17,3.72,19.077344284736483,2026-07-17,Long Terme
2055-04-19,0.0,"4,100 %",2026-07-17,4.1,28.75564681724846,2026-07-17,Long Terme
2026-09-14,0.0,"2,120 %",2026-07-24,2.12,0.14236824093086928,2026-07-24,Court Terme
2026-11-16,0.0,"2,140 %",2026-07-24,2.14,0.31485284052019163,2026-07-24,Court Terme
2027-02-15,0.0,"2,180 %",2026-07-24,2.18,0.5639972621492129,2026-07-24,Court Terme
2027-09-20,0.0,"2,210 %",2026-07-24,2.21,1.158110882956879,2026-07-24,Court Terme
2030-04-15,0.0,"2,740 %",2026-07-24,2.74,3.7262149212867897,2026-07-24,Moyen Terme
2031-10-20,0.0,"2,890 %",2026-07-24,2.89,5.240246406570842,2026-07-24,Moyen Terme
2035-06-18,0.0,"3,170 %",2026-07-24,3.17,8.900752908966462,2026-07-24,Long Terme
2039-07-18,0.0,"3,640 %",2026-07-24,3.64,12.982888432580424,2026-07-24,Long Terme
2045-08-14,0.0,"3,720 %",2026-07-24,3.72,19.058179329226558,2026-07-24,Long Terme
2055-04-19,0.0,"4,100 %",2026-07-24,4.1,28.736481861738536,2026-07-24,Long Terme
2026-09-14,,"2,110 %",2026-07-31,2.11,0.12320328542094455,2026-07-31,Court Terme
2026-11-16,,"2,180 %",2026-07-31,2.18,0.29568788501026694,2026-07-31,Court Terme
2027-02-15,,"2,210 %",2026-07-31,2.21,0.5448323066392882,2026-07-31,Court Terme
2027-09-20,,"2,240 %",2026-07-31,2.24,1.1389459274469542,2026-07-31,Court Terme
2030-04-15,,"2,750 %",2026-07-31,2.75,3.707049965776865,2026-07-31,Moyen Terme
2031-10-20,,"2,890 %",2026-07-31,2.89,5.221081451060917,2026-07-31,Moyen Terme
2035-06-18,,"3,180 %",2026-07-31,3.18,8.881587953456537,2026-07-31,Long Terme
2039-07-18,,"3,640 %",2026-07-31,3.64,12.9637234770705,2026-07-31,Long Terme
2045-08-14,,"3,720 %",2026-07-31,3.72,19.039014373716633,2026-07-31,Long Terme
2055-04-19,,"4,100 %",2026-07-31,4.1,28.71731690622861,2026-07-31,Long Terme
2026-09-14,0.0,"2,120 %",2026-08-07,2.12,0.10403832991101986,2026-08-07,Court Terme
2026-11-16,0.0,"2,180 %",2026-08-07,2.18,0.27652292950034224,2026-08-07,Court Terme
2027-02-15,0.0,"2,210 %",2026-08-07,2.21,0.5256673511293635,2026-08-07,Court Terme
2027-09-20,0.0,"2,240 %",2026-08-07,2.24,1.1197809719370295,2026-08-07,Court Terme
2030-04-15,0.0,"2,750 %",2026-08-07,2.75,3.6878850102669403,2026-08-07,Moyen Terme
2031-10-20,0.0,"2,890 %",2026-08-07,2.89,5.201916495550993,2026-08-07,Moyen Terme
2035-06-18,0.0,"3,190 %",2026-08-07,3.19,8.862422997946611,2026-08-07,Long Terme
2039-07-18,0.0,"3,650 %",2026-08-07,3.65,12.944558521560575,2026-08-07,Long Terme
2045-08-14,0.0,"3,720 %",2026-08-07,3.72,19.019849418206707,2026-08-07,Long Terme
2055-04-19,0.0,"4,100 %",2026-08-07,4.1,28.698151950718685,2026-08-07,Long Terme
2026-09-14,0.0,"2,130 %",2026-08-13,2.13,0.08761122518822724,2026-08-13,Court Terme
2026-11-16,0.0,"2,180 %",2026-08-13,2.18,0.2600958247775496,2026-08-13,Court Terme
2027-02-15,0.0,"2,210 %",2026-08-13,2.21,0.5092402464065708,2026-08-13,Court Terme
2027-09-20,0.0,"2,240 %",2026-08-13,2.24,1.103353867214237,2026-08-13,Court Terme
2030-04-15,0.0,"2,730 %",2026-08-13,2.73,3.671457905544148,2026-08-13,Moyen Terme
2031-10-20,0.0,"2,880 %",2026-08-13,2.88,5.1854893908282,2026-08-13,Moyen Terme
2035-06-18,0.0,"3,180 %",2026-08-13,3.18,8.845995893223819,2026-08-13,Long Terme
2039-07-18,0.0,"3,640 %",2026-08-13,3.64,12.928131416837783,2026-08-13,Long Terme
2045-08-14,0.0,"3,720 %",2026-08-13,3.72,19.003422313483917,2026-08-13,Long Terme
2055-04-19,0.0,"4,100 %",2026-08-13,4.1,28.681724845995895,2026-08-13,Long Terme
